teryt6,name,population,area_km2,lat,lng
041508,Wielka Nieszawka,5238,216.28,52.98906,18.530062
041509,Zławieś Wielka,14386,177.922,53.070168,18.411916
046101,Bydgoszcz,348190,175.984,53.128079,18.0412
046301,Toruń,201447,115.71,53.021495,18.622472
040201,Brodnica,28880,23.143,53.251319,19.406732
040202,Bobrowo,6325,145.869,53.277205,19.229558
040203,Brodnica,8533,126.73,53.242147,19.421579
040204,Brzozie,3824,93.894,53.312579,19.571878
040205,Górzno,3913,119.684,53.200442,19.638428
040206,Bartniczka,4691,83.338,53.244593,19.57952
040207,Jabłonowo Pomorskie,8872,134.785,53.389114,19.161895
040208,Osiek,4043,75.01,53.16393,19.390716
040209,Świedziebnia,5161,103.683,53.145074,19.554792
040210,Zbiczno,4855,133.755,53.326443,19.408422
040401,Chełmno,19510,13.554,53.347982,18.428218
040402,Chełmno,6092,113.764,53.378758,18.494791
040403,Kijewo Królewskie,4516,71.866,53.274369,18.437002
040404,Lisewo,5199,86.33,53.299135,18.672329
040405,Papowo Biskupie,4343,70.464,53.254839,18.547785
040406,Stolno,5309,98.521,53.333849,18.507636
040407,Unisław,6956,72.528,53.211198,18.387101
040501,Golub-Dobrzyń,12546,7.499,53.105881,19.05269
040502,Ciechocin,4022,101.171,53.046965,18.939693
040503,Golub-Dobrzyń,8781,197.72,53.125379,19.065529
040504,Kowalewo Pomorskie,11453,141.198,53.152432,18.889389
040505,Radomin,3837,80.804,53.085347,19.169293
040506,Zbójno,4379,84.288,53.007392,19.12396
040601,Grudziądz,12954,166.333,53.430732,18.763713
040602,Gruta,6396,123.706,53.444383,18.941162
040603,Łasin,7839,136.445,53.518808,19.086242
040604,Radzyń Chełmiński,4638,91.145,53.385345,18.928889
040605,Rogóźno,4241,116.291,53.542305,18.933203
040606,Świecie nad Osą,4170,94.828,53.442738,19.099422
041201,Rypin,16130,10.966,53.066052,19.418997
041202,Brzuze,5287,86.399,53.057403,19.279056
041203,Rogowo,4765,139.836,52.983839,19.393633
041204,Rypin,7492,132.114,53.07802,19.423831
041205,Skrwilno,5845,123.97,53.019626,19.614892
041206,Wąpielsk,3967,93.447,53.143937,19.285342
041701,Wąbrzeźno,13518,8.53,53.279283,18.950164
041702,Dębowa Łąka,3165,86.109,53.235224,19.067149
041703,Książki,4149,86.291,53.327841,19.067654
041704,Płużnica,4775,119.21,53.313049,18.793132
041705,Ryńsk,8587,200.709,53.261593,18.926072
046201,Grudziądz,94368,57.768,53.480102,18.750225
040101,Aleksandrów Kujawski,12102,7.234,52.873783,18.697469
040102,Ciechocinek,10618,15.298,52.876309,18.792009
040103,Nieszawa,1843,9.765,52.835665,18.901781
040104,Aleksandrów Kujawski,11943,131.394,52.864115,18.69951
040105,Bądkowo,4222,79.689,52.709665,18.793641
040106,Koneck,3125,67.853,52.793606,18.708481
040107,Raciążek,3138,32.887,52.855764,18.804338
040108,Waganiec,4566,54.523,52.791251,18.852148
040109,Zakrzewo,3509,75.996,52.745889,18.618265
040801,Lipno,14371,10.995,52.845157,19.177354
040802,Bobrowniki,3086,95.378,52.790715,18.953331
040803,Chrostkowo,2870,74.095,52.948535,19.236822
040804,Dobrzyń nad Wisłą,7584,116.101,52.646633,19.31462
040805,Kikół,7102,98.323,52.918469,19.116403
040806,Lipno,11870,210.018,52.827993,19.166857
040807,Skępe,7528,178.812,52.870271,19.347648
040808,Tłuchowo,4648,99.351,52.747684,19.459599
040809,Wielgie,6691,133.653,52.745143,19.24982
041101,Radziejów,5516,5.693,52.623512,18.52598
041102,Bytoń,3456,73.356,52.562547,18.608553
041103,Dobre,5352,70.81,52.687895,18.568885
041104,Osięciny,7595,123.125,52.631147,18.72165
041105,Piotrków Kujawski,9234,138.718,52.546977,18.499153
041106,Radziejów,4375,92.636,52.625772,18.542433
041107,Topólka,4793,102.861,52.498392,18.704599
041801,Kowal,3505,4.68,52.531785,19.146222
041802,Baruchowo,3436,106.65,52.488368,19.257378
041803,Boniewo,3366,77.646,52.458847,18.89086
041804,Brześć Kujawski,11442,150.969,52.618786,18.908441
041805,Choceń,7977,99.879,52.498406,19.033033
041806,Chodecz,5996,122.095,52.407786,19.028333
041807,Fabianki,10107,75.844,52.704768,19.115049
041808,Izbica Kujawska,7657,132.1,52.41796,18.76318
041809,Kowal,3918,114.893,52.515371,19.149317
041810,Lubanie,4562,69.404,52.743466,18.908082
041811,Lubień Kujawski,7325,150.877,52.407536,19.16008
041812,Lubraniec,9437,147.991,52.541088,18.83255
041813,Włocławek,7309,219.696,52.589622,19.033743
046401,Włocławek,109883,84.342,52.650912,19.059919
040701,Inowrocław,72561,30.425,52.790228,18.257852
040702,Dąbrowa Biskupia,5104,147.181,52.780209,18.503239
040703,Gniewkowo,14388,179.637,52.889607,18.404732
040704,Inowrocław,11825,171.618,52.796567,18.289802
040705,Janikowo,13067,91.968,52.753774,18.11128
040706,Kruszwica,19213,262.497,52.674709,18.33406
040707,Pakość,9793,86.513,52.803349,18.083899
040708,Rojewo,4718,119.763,52.90257,18.278689
040709,Złotniki Kujawskie,9145,135.584,52.887584,18.135081
040901,Dąbrowa,4600,110.267,52.763852,17.936023
040902,Jeziora Wielkie,4860,123.681,52.538526,18.248582
040903,Mogilno,24574,256.33,52.655565,17.959517
040904,Strzelno,11585,184.915,52.632949,18.173597
041001,Kcynia,13361,296.866,52.994254,17.483619
041002,Mrocza,9233,150.558,53.244407,17.595863
041003,Nakło nad Notecią,31668,186.957,53.139328,17.602844
041004,Sadki,7252,153.771,53.159682,17.445218
041005,Szubin,24797,332.304,53.014159,17.739511
041901,Barcin,14751,120.874,52.850595,17.961337
041902,Gąsawa,5304,135.848,52.770547,17.763714
041903,Janowiec Wielkopolski,9008,130.731,52.758877,17.493718
041904,Łabiszyn,10219,166.852,52.948879,17.91122
041905,Rogowo,6828,178.861,52.711616,17.659945
041906,Żnin,24080,251.597,52.852737,17.716557
041301,Kamień Krajeński,6906,163.332,53.540152,17.521943
041302,Sępólno Krajeńskie,15803,229.104,53.453075,17.53328
041303,Sośno,4983,162.587,53.357195,17.664855
041304,Więcbork,13364,235.949,53.353306,17.476888
041401,Bukowiec,5138,110.971,53.429603,18.254019
041402,Dragacz,7216,111.914,53.491553,18.686629
041403,Drzycim,4897,108.44,53.50859,18.329762
041404,Jeżewo,8074,155.884,53.496442,18.45785
041405,Lniano,4322,88.331,53.521112,18.205353
041406,Nowe,10183,106.672,53.648495,18.725296
041407,Osie,5496,209.623,53.599402,18.335483
041408,Pruszcz,9562,141.8,53.337621,18.187244
041409,Świecie,33949,174.883,53.409405,18.434585
041410,Świekatowo,3622,64.557,53.419135,18.09715
041411,Warlubie,6493,201.102,53.58608,18.634555
041601,Cekcyn,6870,253.084,53.573905,18.030294
041602,Gostycyn,5196,135.733,53.482834,17.810585
041603,Kęsowo,4493,109.234,53.583115,17.731631
041604,Lubiewo,5981,162.759,53.48589,18.005366
041605,Śliwice,5592,174.734,53.70795,18.17151
041606,Tuchola,20251,239.805,53.585568,17.867641
220401,Pruszcz Gdański,31326,16.465,54.260195,18.648159
220402,Cedry Wielkie,6965,123.866,54.267272,18.896505
220403,Kolbudy,17839,82.619,54.285838,18.510881
220404,Pruszcz Gdański,31321,143.869,54.260803,18.617017
220405,Przywidz,5957,129.398,54.194571,18.319075
220406,Pszczółki,9713,50.155,54.17623,18.686431
220407,Suchy Dąb,4223,84.821,54.201022,18.775724
220408,Trąbki Wielkie,11145,162.663,54.167025,18.532779
220501,Chmielno,7805,78.585,54.333549,18.065728
220502,Kartuzy,34013,206.417,54.330544,18.198292
220503,Przodkowo,9663,85.249,54.384186,18.284212
220504,Sierakowice,20054,182.256,54.346958,17.893525
220505,Somonino,10814,112.075,54.264874,18.192418
220506,Stężyca,10664,160.506,54.220354,17.979403
220507,Sulęczyno,5547,131.395,54.245221,17.808512
220508,Żukowo,40837,164.01,54.363862,18.379065
221001,Krynica Morska,1286,23.971,54.38221,19.439326
221002,Nowy Dwór Gdański,17695,213.139,54.210932,19.118406
221003,Ostaszewo,3216,60.628,54.221951,18.977771
221004,Stegna,9749,170.108,54.307825,19.056459
221005,Sztutowo,3634,63.448,54.325825,19.184774
221101,Hel,3261,21.72,54.605373,18.804347
221102,Jastarnia,3690,7.801,54.700319,18.674768
221103,Puck,11241,4.783,54.715177,18.407581
221104,Władysławowo,15388,39.186,54.795465,18.394388
221105,Kosakowo,15589,50.151,54.575576,18.490876
221106,Krokowa,10816,210.915,54.784026,18.085036
221107,Puck,26699,237.51,54.702001,18.369277
221501,Reda,26307,33.455,54.602286,18.352622
221502,Rumia,49230,30.059,54.570517,18.400449
221503,Wejherowo,49505,26.994,54.604774,18.245284
221504,Choczewo,5495,183.311,54.741735,17.873695
221505,Gniewino,7436,176.262,54.7085,18.031258
221506,Linia,6432,119.845,54.454419,17.955561
221507,Luzino,16539,111.449,54.567896,18.108081
221508,Łęczyce,12084,232.857,54.573996,17.963227
221509,Szemud,18240,176.872,54.470931,18.306473
221510,Wejherowo,26578,194.211,54.613024,18.18163
220101,Borzytuchom,3364,108.634,54.190406,17.3843
220102,Bytów,25420,196.923,54.172907,17.494324
220103,Czarna Dąbrówka,5917,298.004,54.347847,17.573827
220104,Kołczygłowy,4237,170.089,54.237877,17.231413
220105,Lipnica,5216,308.976,53.996387,17.355477
220106,Miastko,19509,466.648,54.005289,16.978453
220107,Parchowo,3795,131.244,54.198592,17.668739
220108,Studzienice,3760,176.224,54.105055,17.584925
220109,Trzebielino,3696,225.28,54.231404,17.093766
220110,Tuchomie,4284,110.183,54.107827,17.318867
220801,Lębork,35273,17.848,54.539297,17.745702
220802,Łeba,3601,14.81,54.758788,17.554999
220803,Cewice,7577,187.585,54.430811,17.744853
220804,Nowa Wieś Lęborska,13645,270.529,54.569265,17.731018
220805,Wicko,6019,214.981,54.684538,17.621006
221201,Ustka,15367,10.133,54.581547,16.866108
221202,Damnica,6093,167.651,54.505502,17.281895
221203,Dębnica Kaszubska,9534,299.537,54.367488,17.204822
221204,Główczyce,8979,322.28,54.608353,17.38854
221205,Kępice,9063,293.071,54.237535,16.887758
221206,Kobylnica,12848,243.884,54.415558,16.962534
221207,Potęgowo,6882,228.477,54.473931,17.467415
221208,Słupsk,18206,261.736,54.490376,17.068603
221209,Smołdzino,3375,260.2,54.653202,17.202605
221210,Ustka,8339,217.519,54.574749,16.939592
226301,Słupsk,90681,43.152,54.466126,17.012212
220701,Kwidzyn,38418,21.531,53.731369,18.9363
220702,Gardeja,8421,192.683,53.628142,18.990891
220703,Kwidzyn,11429,207.313,53.748197,18.953177
220704,Prabuty,13091,197.107,53.754183,19.202353
220705,Ryjewo,5831,103.711,53.843679,18.965588
220706,Sadlinki,5984,112.332,53.661552,18.85981
220901,Malbork,38345,17.154,54.031792,19.03612
220903,Lichnowy,4613,88.83,54.095007,18.851088
220904,Malbork,4831,100.715,54.048515,19.035591
220906,Miłoradz,3348,93.768,54.02548,18.900744
220907,Nowy Staw,7637,114.504,54.135248,19.016911
220908,Stare Pole,4696,79.398,54.053244,19.197559
221301,Czarna Woda,3141,27.734,53.843124,18.10322
221302,Skórcz,3623,3.633,53.794273,18.525979
221303,Starogard Gdański,47671,25.282,53.964592,18.526543
221304,Bobowo,3202,51.63,53.880797,18.552488
221305,Kaliska,5401,110.634,53.902626,18.216366
221306,Lubichowo,6646,160.9,53.846455,18.39283
221307,Osieczna,2880,122.978,53.771334,18.179772
221308,Osiek,2376,156.167,53.748674,18.496946
221309,Skarszewy,14924,169.717,54.07183,18.445239
221310,Skórcz,4592,96.864,53.811645,18.53788
221311,Smętowo Graniczne,5185,86.031,53.739965,18.665503
221312,Starogard Gdański,16713,196.201,53.950834,18.548435
221313,Zblewo,11832,137.795,53.946878,18.335972
221401,Tczew,59951,22.344,54.092274,18.782132
221402,Gniew,15443,194.154,53.83271,18.824016
221403,Morzeszczyn,3649,91.167,53.828058,18.678657
221404,Pelplin,16166,141.018,53.926619,18.699368
221405,Subkowy,5484,77.799,54.003684,18.76444
221406,Tczew,15035,170.618,54.087768,18.701463
221601,Dzierzgoń,9225,130.94,53.924033,19.347193
221602,Mikołajki Pomorskie,3627,91.589,53.851621,19.195737
221603,Stary Dzierzgoń,3913,185.658,53.883852,19.451217
221604,Stary Targ,6246,141.315,53.941605,19.182718
221605,Sztum,18291,181.059,53.920979,19.033264
226101,Gdańsk,470907,261.686,54.375055,18.605882
226201,Gdynia,246348,135.13,54.519316,18.502493
226401,Sopot,35719,17.282,54.441155,18.56247
220201,Chojnice,39804,21.033,53.697479,17.568642
220202,Brusy,14575,400.451,53.887913,17.717897
220203,Chojnice,19311,458.193,53.704504,17.601303
220204,Czersk,21644,380.083,53.794302,17.961009
220205,Konarzyny,2311,104.415,53.830074,17.379622
220301,Człuchów,13624,12.773,53.665005,17.35885
220302,Czarne,9055,234.874,53.684087,16.943606
220303,Człuchów,11128,361.443,53.681752,17.377383
220304,Debrzno,8984,223.984,53.542238,17.243788
220305,Koczała,3356,223.223,53.907151,17.067165
220306,Przechlewo,6331,243.908,53.797103,17.263114
220307,Rzeczenica,3607,274.759,53.766598,17.079327
220601,Kościerzyna,23742,15.855,54.121058,17.967864
220602,Dziemiany,4410,125.363,54.007325,17.771561
220603,Karsin,6239,169.409,53.906684,17.908005
220604,Kościerzyna,16091,309.873,54.121665,17.943492
220605,Liniewo,4597,109.918,54.07714,18.243717
220606,Lipusz,3744,109.026,54.097398,17.782649
220607,Nowa Karczma,7049,113.412,54.135235,18.163541
220608,Stara Kiszewa,6816,212.686,53.991385,18.141156
280201,Braniewo,16992,12.417,54.380491,19.82367
280202,Braniewo,6031,281.299,54.358531,19.911951
280203,Frombork,3555,87.764,54.35632,19.684294
280204,Lelkowo,2817,198.147,54.357365,20.186334
280205,Pieniężno,6183,241.084,54.238482,20.125001
280206,Płoskinia,2486,171.877,54.271857,19.943012
280207,Wilczęta,2970,147.995,54.159879,19.843726
280301,Działdowo,21274,11.467,53.237219,20.18192
280302,Działdowo,9821,272.148,53.269905,20.1658
280303,Iłowo-Osada,7192,103.741,53.171506,20.288088
280304,Lidzbark,14052,254.825,53.260534,19.825759
280305,Płośnica,5604,163.283,53.239667,20.015507
280306,Rybno,7196,148.421,53.377217,19.931383
280401,Elbląg,7563,192.296,54.139391,19.409446
280402,Godkowo,3011,166.744,54.082678,19.933455
280403,Gronowo Elbląskie,5127,89.138,54.099727,19.300357
280404,Markusy,4048,109.499,54.039391,19.383047
280405,Milejewo,3419,95.718,54.201216,19.551459
280406,Młynary,4406,157.108,54.188919,19.723614
280407,Pasłęk,19313,264.009,54.060494,19.663484
280408,Rychliki,3753,131.749,53.990158,19.513849
280409,Tolkmicko,6571,107.83,54.307932,19.521612
280701,Iława,33327,21.878,53.592041,19.56543
280702,Lubawa,10388,16.847,53.502084,19.745871
280703,Iława,12988,424.11,53.596121,19.536217
280704,Kisielice,5997,172.997,53.605989,19.257379
280705,Lubawa,10689,236.451,53.521628,19.763912
280706,Susz,12727,259.043,53.715653,19.337504
280707,Zalewo,6763,253.841,53.842899,19.608915
281201,Nowe Miasto Lubawskie,10850,11.363,53.42485,19.594363
281202,Biskupiec,9308,240.586,53.493713,19.352226
281203,Grodziczno,6308,154.269,53.392287,19.7423
281204,Kurzętnik,9111,149.056,53.404137,19.557954
281205,Nowe Miasto Lubawskie,8245,138.48,53.460178,19.586148
281501,Ostróda,32888,14.167,53.694963,19.963229
281502,Dąbrówno,4283,165.708,53.451035,20.027158
281503,Grunwald,5638,179.922,53.524205,20.100957
281504,Łukta,4455,186.47,53.81204,20.082753
281505,Małdyty,6251,189.035,53.910037,19.748056
281506,Miłakowo,5404,158.454,54.004541,20.073571
281507,Miłomłyn,4919,160.783,53.763425,19.830872
281508,Morąg,24199,311.208,53.911844,19.932255
281509,Ostróda,16114,400.813,53.674563,19.948528
286101,Elbląg,119317,79.819,54.170003,19.409231
280501,Ełk,62109,21.04,53.821288,22.353246
280502,Ełk,11820,379.187,53.827732,22.327046
280503,Kalinowo,6660,284.568,53.847404,22.642698
280504,Prostki,7238,231.118,53.703259,22.434404
280505,Stare Juchy,3733,197.024,53.916797,22.171372
280601,Giżycko,29307,13.719,54.03962,21.77269
280604,Giżycko,8510,297.055,54.046997,21.792046
280605,Kruklanki,3125,201.559,54.087684,21.935429
280606,Miłki,3722,169.621,53.94414,21.850677
280608,Ryn,5668,204.576,53.937983,21.547125
280610,Wydminy,6233,232.981,53.978972,22.037178
281303,Kowale Oleckie,4960,251.12,54.163819,22.415893
281304,Olecko,22025,266.733,54.036258,22.502752
281305,Świętajno,3883,214.939,54.010319,22.300801
281306,Wieliczki,3280,140.79,53.97025,22.592648
281601,Biała Piska,11622,420.388,53.630043,22.068952
281602,Orzysz,8863,362.503,53.808145,21.947692
281603,Pisz,27659,634.391,53.625868,21.810429
281604,Ruciane-Nida,7991,358.017,53.644482,21.53868
281801,Banie Mazurskie,3671,204.992,54.251844,22.040645
281802,Dubeninki,2886,205.319,54.31479,22.61822
281803,Gołdap,20132,362.023,54.304686,22.302904
281901,Budry,2780,174.932,54.278493,21.85012
281902,Pozezdrze,3253,176.785,54.147525,21.863815
281903,Węgorzewo,16605,341.477,54.211028,21.743189
280101,Bartoszyce,23284,11.784,54.251995,20.805882
280102,Górowo Iławeckie,3940,3.317,54.284153,20.488889
280103,Bartoszyce,10715,427.212,54.241175,20.811432
280104,Bisztynek,6299,202.904,54.081663,20.930671
280105,Górowo Iławeckie,6811,415.939,54.297339,20.474418
280106,Sępopol,6182,246.365,54.275249,21.013608
280801,Kętrzyn,27056,10.349,54.078706,21.367582
280802,Barciany,6109,294.092,54.234707,21.32971
280803,Kętrzyn,8230,285.321,54.086263,21.385377
280804,Korsze,9646,249.843,54.169283,21.14661
280805,Reszel,7488,179.226,54.051256,21.14695
280806,Srokowo,3754,194.153,54.196352,21.504374
280901,Lidzbark Warmiński,15697,14.352,54.129564,20.577928
280902,Kiwity,3286,145.076,54.101567,20.716783
280903,Lidzbark Warmiński,6692,372.097,54.120306,20.553797
280904,Lubomino,3596,149.203,54.047924,20.238772
280905,Orneta,11909,244.235,54.114979,20.133896
281001,Mrągowo,21556,14.807,53.864445,21.299168
281002,Mikołajki,8131,255.614,53.805879,21.577364
281003,Mrągowo,7975,295.105,53.88528,21.320392
281004,Piecki,7572,314.482,53.749884,21.338489
281005,Sorkwity,4528,184.667,53.841457,21.14563
281101,Janowiec Kościelny,3202,135.951,53.281904,20.518875
281102,Janowo,2654,191.653,53.328399,20.662352
281103,Kozłowo,5998,254.297,53.323323,20.282261
281104,Nidzica,21003,378.765,53.36219,20.425528
281401,Barczewo,18019,320.076,53.83078,20.692263
281402,Biskupiec,18997,290.362,53.862765,20.950871
281403,Dobre Miasto,15844,258.705,53.984313,20.396259
281404,Dywity,12004,161.165,53.843167,20.492866
281405,Gietrzwałd,6685,172.349,53.73366,20.284784
281406,Jeziorany,7669,211.512,53.977329,20.745123
281407,Jonkowo,7430,168.697,53.820655,20.30835
281408,Kolno,3137,178.574,53.985042,20.971601
281409,Olsztynek,13701,371.538,53.581466,20.285962
281410,Purda,8708,318.049,53.745922,20.55644
281411,Stawiguda,10548,222.93,53.723148,20.472557
281412,Świątki,4039,164.105,53.929731,20.24246
281701,Szczytno,23088,9.973,53.564601,20.99743
281702,Dźwierzuty,6492,263.419,53.697288,20.989007
281703,Jedwabno,3631,311.916,53.532035,20.733331
281704,Pasym,5312,149.193,53.64627,20.791514
281705,Rozogi,5523,224.435,53.474194,21.350684
281706,Szczytno,13095,346.844,53.546568,21.006804
281707,Świętajno,5774,279.523,53.573471,21.250801
281708,Wielbark,6461,347.887,53.400424,20.942966
286201,Olsztyn,171979,88.327,53.764538,20.491526
100602,Andrespol,14205,25.737,51.723237,19.640039
100603,Brójce,6672,69.015,51.688309,19.655356
100607,Koluszki,23368,154.837,51.740541,19.817242
100608,Nowosolna,5084,53.974,51.816634,19.612552
100610,Rzgów,10459,66.331,51.676259,19.490313
100611,Tuszyn,12391,129.877,51.607428,19.533465
100801,Konstantynów Łódzki,18206,27.245,51.75081,19.329143
100802,Pabianice,64757,32.98,51.658954,19.357801
100803,Dłutów,4657,101.217,51.559949,19.390641
100804,Dobroń,7728,95.506,51.632951,19.252621
100805,Ksawerów,7668,13.651,51.680085,19.404243
100806,Lutomiersk,8639,133.934,51.757279,19.209211
100807,Pabianice,7636,87.699,51.684142,19.300329
102001,Głowno,14119,19.85,51.958734,19.717639
102002,Ozorków,19311,15.478,51.955163,19.286674
102003,Zgierz,56190,42.327,51.858849,19.403475
102004,Aleksandrów Łódzki,32303,116.434,51.816563,19.309295
102005,Głowno,4808,104.772,51.986629,19.678027
102006,Ozorków,7021,95.51,51.98684,19.29787
102007,Parzęczew,5112,103.87,51.954108,19.212479
102008,Stryków,12711,157.89,51.877237,19.58839
102009,Zgierz,14538,199.057,51.906863,19.416124
102101,Brzeziny,12501,21.57,51.799776,19.754739
102102,Brzeziny,5783,106.643,51.786532,19.76941
102103,Dmosin,4463,100.212,51.917916,19.757469
102104,Jeżów,3375,64.096,51.811762,19.970059
102105,Rogów,4711,66.062,51.817584,19.883203
106101,Łódź,679941,293.268,51.763233,19.457135
100101,Bełchatów,56973,34.646,51.357667,19.372544
100102,Bełchatów,11572,180.368,51.349199,19.400632
100103,Drużbice,5237,113.353,51.467591,19.397474
100104,Kleszczów,6335,124.728,51.211752,19.312243
100105,Kluki,4372,118.6,51.336224,19.248032
100106,Rusiec,5080,99.89,51.322304,18.96962
100107,Szczerców,8255,128.873,51.329616,19.115242
100108,Zelów,14955,167.108,51.468083,19.215411
100701,Białaczów,5767,114.617,51.298494,20.309555
100702,Drzewica,10424,118.199,51.447184,20.45919
100703,Mniszków,4770,123.901,51.378569,20.005551
100704,Opoczno,34108,190.667,51.381158,20.277157
100705,Paradyż,4354,81.304,51.309693,20.10341
100706,Poświętne,3148,141.684,51.517005,20.345849
100707,Sławno,7627,129.308,51.395916,20.152217
100708,Żarnów,5908,141.042,51.246254,20.165804
101001,Aleksandrów,4326,144.082,51.269984,19.977993
101002,Czarnocin,4131,71.787,51.59431,19.674897
101003,Gorzkowice,8506,102.176,51.218755,19.598901
101004,Grabica,6053,127.611,51.447967,19.600817
101005,Łęki Szlacheckie,3452,108.893,51.198004,19.771595
101006,Moszczenica,12930,111.477,51.496325,19.704876
101007,Ręczno,3523,88.258,51.190439,19.864309
101008,Rozprza,12297,163.19,51.287829,19.629096
101009,Sulejów,16329,188.485,51.359533,19.863599
101010,Wola Krzysztoporska,11965,170.675,51.349637,19.583148
101011,Wolbórz,7841,151.659,51.498913,19.832259
101201,Radomsko,45843,51.427,51.063232,19.446852
101202,Dobryszyce,4502,50.816,51.134297,19.425177
101203,Gidle,6062,116.039,50.960776,19.475871
101204,Gomunice,5860,62.446,51.167996,19.496564
101205,Kamieńsk,5877,96.427,51.201344,19.4962
101206,Kobiele Wielkie,4444,101.675,51.028113,19.606575
101207,Kodrąb,4514,105.857,51.088602,19.621655
101208,Lgota Wielka,4278,63.069,51.149574,19.32469
101209,Ładzice,4757,82.774,51.082037,19.327572
101210,Masłowice,4161,116.042,51.096934,19.798519
101211,Przedbórz,7122,190.201,51.085453,19.878913
101212,Radomsko,5582,85.641,51.047581,19.480692
101213,Wielgomłyny,4546,123.155,51.015737,19.77847
101214,Żytno,5096,197.644,50.914083,19.685642
101601,Tomaszów Mazowiecki,61960,41.289,51.530416,20.010879
101602,Będków,3274,57.739,51.588796,19.756959
101603,Budziszewice,2149,30.148,51.676649,19.95853
101604,Czerniewice,5048,128.06,51.664192,20.182037
101605,Inowłódz,3825,97.526,51.527466,20.188847
101606,Lubochnia,7197,131.639,51.593124,20.06784
101607,Rokiciny,6160,90.566,51.667845,19.788211
101608,Rzeczyca,4643,107.873,51.613358,20.311968
101609,Tomaszów Mazowiecki,11224,150.083,51.503776,20.014167
101610,Ujazd,7723,96.736,51.608414,19.928604
101611,Żelechlinek,3316,92.332,51.709269,20.047078
106201,Piotrków Trybunalski,73090,67.237,51.408437,19.677671
100301,Buczek,5093,92.23,51.510354,19.163281
100302,Łask,27654,145.347,51.588632,19.141903
100303,Sędziejowice,6370,119.994,51.524128,19.027077
100304,Widawa,7315,178.451,51.423784,18.954001
100305,Wodzierady,3486,82.277,51.728932,19.125299
100901,Działoszyn,12444,120.893,51.118486,18.873863
100902,Kiełczygłów,3981,87.187,51.239044,18.963002
100903,Nowa Brzeźnica,4558,135.469,51.074809,19.161308
100904,Pajęczno,11510,113.687,51.143249,18.995956
100905,Rząśnia,4939,86.147,51.209262,19.053094
100906,Siemkowice,4773,100.005,51.216874,18.87492
100907,Strzelce Wielkie,4571,78.022,51.136122,19.16387
100908,Sulmierzyce,4444,82.735,51.184095,19.187563
101101,Dalików,3920,114.624,51.888431,19.097889
101102,Pęczniew,3478,127.633,51.799783,18.732836
101103,Poddębice,15505,224.552,51.895637,18.952598
101104,Uniejów,7010,128.794,51.976688,18.794793
101105,Wartkowice,6228,140.139,51.976441,19.011925
101106,Zadzim,4967,145.096,51.788072,18.89846
101401,Sieradz,41953,51.223,51.590167,18.722532
101402,Błaszki,14458,201.366,51.649579,18.442866
101403,Brąszewice,4471,106.616,51.501449,18.457916
101404,Brzeźnio,6384,128.661,51.495324,18.628442
101405,Burzenin,5512,120.468,51.455906,18.815252
101406,Goszczanów,5466,121.681,51.792207,18.510541
101407,Klonowa,2870,94.883,51.425662,18.419185
101408,Sieradz,10706,181.599,51.575469,18.750886
101409,Warta,12636,254.323,51.708277,18.626683
101410,Wróblew,6054,112.943,51.605123,18.59324
101411,Złoczew,7164,117.1,51.414419,18.609385
101701,Biała,5440,73.983,51.26348,18.435144
101702,Czarnożyły,4523,69.888,51.277208,18.558457
101703,Konopnica,3772,83.056,51.362986,18.81465
101704,Mokrsko,5401,77.648,51.168639,18.478449
101705,Osjaków,4738,101.137,51.281591,18.785825
101706,Ostrówek,4481,101.154,51.333163,18.626225
101707,Pątnów,6504,114.623,51.127466,18.627254
101708,Skomlin,3319,55.235,51.170305,18.393728
101709,Wieluń,31456,130.66,51.216103,18.579109
101710,Wierzchlas,6622,118.875,51.182431,18.69173
101801,Bolesławiec,4080,64.464,51.204336,18.206355
101802,Czastary,3975,62.675,51.254241,18.326028
101803,Galewice,6115,135.666,51.354177,18.245383
101804,Lututów,4596,76.17,51.366012,18.44675
101805,Łubnice,4029,60.962,51.166482,18.287065
101806,Sokolniki,5035,80.097,51.305387,18.338083
101807,Wieruszów,14275,97.149,51.297388,18.162396
101901,Zduńska Wola,41686,24.557,51.598521,18.945011
101902,Szadek,7312,151.661,51.692015,18.974867
101903,Zapolice,5184,81.5,51.544022,18.915797
101904,Zduńska Wola,12198,111.458,51.620481,18.932137
100201,Kutno,43911,33.592,52.232343,19.362054
100202,Bedlno,5349,126.028,52.193873,19.597805
100203,Dąbrowice,1902,46.157,52.310668,19.083437
100204,Krośniewice,8343,94.718,52.254407,19.172161
100205,Krzyżanów,4231,103.065,52.183355,19.453219
100206,Kutno,8716,122.311,52.221158,19.327296
100207,Łanięta,2430,54.895,52.345007,19.277782
100208,Nowe Ostrowy,3443,71.536,52.304331,19.18205
100209,Oporów,2495,67.802,52.259093,19.50594
100210,Strzelce,3913,90.083,52.310773,19.411836
100211,Żychlin,11836,76.638,52.239564,19.628142
100401,Łęczyca,13971,8.957,52.058728,19.193066
100402,Daszyna,3878,80.913,52.153187,19.166307
100403,Góra Świętej Małgorzaty,4345,90.245,52.059413,19.305709
100404,Grabów,5892,154.963,52.134202,19.026823
100405,Łęczyca,8554,150.586,52.060225,19.163769
100406,Piątek,5982,133.183,52.07044,19.470572
100407,Świnice Warckie,3888,93.47,52.040733,18.932958
100408,Witonia,3237,60.457,52.147783,19.284375
