teryt6,name,population,area_km2,lat,lng
301005,Kramsk,11250,132.037,52.25229,18.390122
301006,Krzymów,8112,92.515,52.192632,18.341806
301007,Rychwał,8249,117.852,52.070501,18.159475
301008,Rzgów,7275,104.688,52.177227,18.10416
301009,Skulsk,6122,84.875,52.475767,18.333948
301010,Sompolno,10380,137.425,52.3825,18.506243
301011,Stare Miasto,12436,97.911,52.168438,18.227168
301012,Ślesin,14067,145.642,52.36239,18.31316
301013,Wierzbinek,7287,147.528,52.437542,18.495346
301014,Wilczyn,6202,83.154,52.469326,18.178503
302301,Słupca,13658,10.327,52.292275,17.869165
302302,Lądek,5740,98.569,52.210345,17.896097
302303,Orchowo,3795,98.007,52.508944,18.020689
302304,Ostrowite,5077,103.55,52.377278,18.017381
302305,Powidz,2320,80.685,52.3938,17.873087
302306,Słupca,9263,144.803,52.276952,17.939286
302307,Strzałkowo,10279,142.335,52.312677,17.817676
302308,Zagórów,8945,159.708,52.161944,17.902294
302701,Turek,26833,16.162,52.01359,18.50978
302702,Brudzew,5966,112.653,52.093334,18.59921
302703,Dobra,6134,131.955,51.909826,18.625283
302704,Kawęczyn,5195,101.052,51.910987,18.5204
302705,Malanów,6585,107.228,51.956058,18.392156
302706,Przykona,4589,111.114,51.983321,18.613856
302707,Tuliszków,10537,149.639,52.070442,18.302612
302708,Turek,9970,109.256,52.003373,18.484313
302709,Władysławów,8085,90.71,52.112065,18.455053
303001,Kołaczkowo,6025,115.912,52.236928,17.658426
303002,Miłosław,10202,132.113,52.183534,17.484787
303003,Nekla,7571,95.864,52.36064,17.411324
303004,Pyzdry,6937,137.756,52.167864,17.684904
303005,Września,47259,221.847,52.324589,17.571231
306201,Konin,73522,82.172,52.228688,18.258247
300401,Borek Wielkopolski,7473,127.646,51.913862,17.239177
300402,Gostyń,28192,137.281,51.879415,17.003735
300403,Krobia,12994,129.513,51.769319,16.977399
300404,Pępowo,5948,86.586,51.755947,17.11744
300405,Piaski,8630,100.73,51.877893,17.081385
300406,Pogorzela,4937,96.539,51.815188,17.243335
300407,Poniec,7734,132.023,51.768999,16.825544
300501,Granowo,5068,68.399,52.221235,16.530371
300502,Grodzisk Wielkopolski,20064,134.677,52.232998,16.359154
300503,Kamieniec,6673,132.225,52.159583,16.474812
300504,Rakoniewice,13178,200.97,52.143275,16.255332
300505,Wielichowo,6910,107.635,52.111633,16.370234
301101,Kościan,23876,9.009,52.083518,16.637252
301102,Czempiń,11513,142.202,52.141926,16.759014
301103,Kościan,16144,202.447,52.082232,16.674754
301104,Krzywiń,10043,179.008,51.979994,16.855957
301105,Śmigiel,17607,189.735,52.011044,16.53438
301301,Krzemieniewo,8301,113.172,51.853008,16.802721
301302,Lipno,8382,103.862,51.906005,16.552741
301303,Osieczna,9269,128.645,51.896744,16.691147
301304,Rydzyna,9636,135.63,51.793229,16.661381
301305,Święciechowa,8108,134.974,51.846071,16.489841
301306,Wijewo,3836,61.811,51.920252,16.201375
301307,Włoszakowice,9669,127.735,51.933887,16.381543
301401,Chrzypsko Wielkie,3306,84.522,52.624075,16.220097
301402,Kwilcz,6341,141.775,52.548245,16.096441
301403,Międzychód,18391,307.063,52.59892,15.895397
301404,Sieraków,8713,203.079,52.649587,16.08263
301501,Kuślin,5523,106.465,52.376507,16.321678
301502,Lwówek,9089,183.538,52.445305,16.193896
301503,Miedzichowo,3695,208.296,52.394207,16.108037
301504,Nowy Tomyśl,27045,186.443,52.317041,16.128061
301505,Opalenica,16397,146.847,52.308764,16.413757
301506,Zbąszyń,13794,179.999,52.253452,15.921289
302201,Bojanowo,8739,123.433,51.70546,16.749985
302202,Jutrosin,7053,114.857,51.638877,17.163868
302203,Miejska Górka,9249,103.467,51.659337,16.972922
302204,Pakosław,4918,77.51,51.611099,17.044821
302205,Rawicz,30303,134.161,51.610025,16.86158
302901,Przemęt,14173,225.142,52.000654,16.260224
302902,Siedlec,12734,204.619,52.148571,15.98877
302903,Wolsztyn,30539,249.874,52.107347,16.116767
306301,Leszno,63505,31.853,51.843167,16.584521
300101,Chodzież,18480,12.769,52.992424,16.91487
300102,Budzyń,8526,209.116,52.887379,16.976039
300103,Chodzież,6100,212.961,53.008295,16.932158
300104,Margonin,6447,123.125,52.970834,17.093976
300105,Szamocin,7502,127.104,53.031207,17.130936
300201,Czarnków,10607,10.191,52.90164,16.566804
300202,Czarnków,11419,347.463,52.91447,16.576716
300203,Drawsko,5775,163.034,52.842234,16.042561
300204,Krzyż Wielkopolski,8693,174.273,52.879647,16.015154
300205,Lubasz,7701,167.274,52.852467,16.52507
300206,Połajewo,6173,141.481,52.794358,16.698623
300207,Trzcianka,24318,374.061,53.039316,16.458102
300208,Wieleń,12304,430.02,52.888162,16.195571
301901,Piła,73139,102.667,53.151905,16.738761
301902,Białośliwie,4852,75.604,53.105361,17.127882
301903,Kaczory,7860,150.621,53.163255,16.922195
301904,Łobżenica,9495,190.8,53.259777,17.266668
301905,Miasteczko Krajeńskie,3171,70.912,53.103167,17.011829
301906,Szydłowo,9196,267.418,53.193279,16.639961
301907,Ujście,7957,125.954,53.049009,16.724473
301908,Wyrzysk,13926,159.037,53.14127,17.277833
301909,Wysoka,6516,122.969,53.182522,17.080884
302801,Wągrowiec,25686,17.813,52.810004,17.208825
302802,Damasławek,5326,104.533,52.840771,17.481716
302803,Gołańcz,8293,191.808,52.947095,17.304165
302804,Mieścisko,5937,135.078,52.739466,17.32696
302805,Skoki,9713,198.518,52.672624,17.162188
302806,Wapno,2962,44.067,52.911376,17.470104
302807,Wągrowiec,12316,347.845,52.827766,17.198831
303101,Złotów,18532,11.571,53.363249,17.044156
303102,Jastrowie,11500,353.082,53.422389,16.811308
303103,Krajenka,7534,191.59,53.290924,16.990576
303104,Lipka,5509,191.148,53.508003,17.232808
303105,Okonek,8502,325.986,53.540359,16.844217
303106,Tarnówka,3009,132.468,53.342503,16.876273
303107,Zakrzewo,4905,162.368,53.419631,17.144924
303108,Złotów,9942,292.285,53.378712,17.034037
301601,Oborniki,34179,340.035,52.647792,16.808172
301602,Rogoźno,18353,216.244,52.752084,16.991866
301603,Ryczywół,7293,154.739,52.803459,16.826446
302101,Luboń,31941,13.515,52.344469,16.875681
302102,Puszczykowo,9657,16.391,52.279588,16.857031
302103,Buk,12610,90.595,52.355599,16.522259
302104,Czerwonak,27617,82.484,52.457995,16.991096
302105,Dopiewo,28138,108.011,52.379341,16.742544
302106,Kleszczewo,8868,74.459,52.3425,17.082715
302107,Komorniki,30620,66.405,52.351208,16.818298
302108,Kostrzyn,18491,154.791,52.392911,17.225044
302109,Kórnik,29787,186.147,52.257826,17.080664
302110,Mosina,33442,171.45,52.247328,16.85674
302111,Murowana Goślina,16901,172.157,52.572277,17.001415
302112,Pobiedziska,19741,189.671,52.474783,17.26431
302113,Rokietnica,18637,79.288,52.508309,16.745309
302114,Stęszew,15126,175.04,52.278833,16.693728
302115,Suchy Las,18104,116.006,52.4964,16.880157
302116,Swarzędz,51522,101.782,52.406928,17.071866
302117,Tarnowo Podgórne,28070,101.759,52.43629,16.690783
302401,Obrzycko,2375,3.735,52.70685,16.527491
302402,Duszniki,9109,156.293,52.451048,16.42777
302403,Kaźmierz,8755,127.886,52.509927,16.575989
302404,Obrzycko,4467,110.839,52.691911,16.52545
302405,Ostroróg,4925,84.817,52.628604,16.4454
302406,Pniewy,12708,158.488,52.507472,16.261505
302407,Szamotuły,30251,175.512,52.611454,16.583339
302408,Wronki,19074,301.715,52.708418,16.379674
302501,Dominowo,3079,79.391,52.287102,17.37523
302502,Krzykosy,7136,110.727,52.125853,17.371078
302503,Nowe Miasto nad Wartą,9057,118.941,52.074412,17.383269
302504,Środa Wielkopolska,32649,207.112,52.226336,17.272397
302505,Zaniemyśl,6958,106.548,52.158834,17.165329
302601,Brodnica,4892,95.827,52.13773,16.891752
302602,Dolsk,5883,124.458,51.989572,17.068838
302603,Książ Wielkopolski,8495,147.937,52.056732,17.240101
302604,Śrem,42155,205.846,52.081582,17.010067
306401,Poznań,534813,261.915,52.410274,16.920183
320101,Białogard,24146,25.742,54.007295,15.98782
320102,Białogard,7546,328.225,53.98367,15.944838
320103,Karlino,9137,141.034,54.038941,15.873706
320104,Tychowo,6731,350.424,53.932954,16.241777
320801,Kołobrzeg,46259,25.665,54.178112,15.58034
320802,Dygowo,5592,128.532,54.122203,15.741026
320803,Gościno,5138,115.995,54.046698,15.652592
320804,Kołobrzeg,10982,144.036,54.14109,15.51802
320805,Rymań,3929,146.158,53.965742,15.524857
320806,Siemyśl,3853,107.304,54.048578,15.549268
320807,Ustronie Morskie,3685,56.983,54.209072,15.756415
320901,Będzino,8659,166.169,54.202492,15.973676
320902,Biesiekierz,7154,116.616,54.171105,16.098729
320903,Bobolice,8898,367.513,53.961362,16.577545
320904,Manowo,6948,188.303,54.09261,16.282368
320905,Mielno,4888,62.149,54.255883,16.053321
320906,Polanów,8610,393.372,54.119772,16.666029
320907,Sianów,13853,226.764,54.230227,16.29975
320908,Świeszyno,7470,132.552,54.118948,16.167107
321301,Darłowo,13695,20.212,54.420323,16.411465
321302,Sławno,12468,15.832,54.362635,16.678122
321303,Darłowo,7949,269.443,54.386762,16.439782
321304,Malechowo,6264,226.439,54.283809,16.556867
321305,Postomino,6891,226.907,54.482596,16.682462
321306,Sławno,8867,284.378,54.355729,16.722291
326101,Koszalin,107048,98.351,54.19831,16.189707
320201,Bierzwnik,4670,239.069,53.039159,15.671936
320202,Choszczno,21635,246.304,53.167867,15.422454
320203,Drawno,5053,320.899,53.211332,15.758817
320204,Krzęcin,3667,140.293,53.073878,15.487495
320205,Pełczyce,7764,200.713,53.047003,15.31843
320206,Recz,5454,180.385,53.261081,15.549275
320301,Czaplinek,11867,364.833,53.557757,16.234865
320302,Drawsko Pomorskie,17174,409.423,53.532428,15.811798
320303,Kalisz Pomorski,7372,480.858,53.295255,15.902591
320305,Wierzchowo,4243,229.245,53.449286,16.129316
320306,Złocieniec,16359,279.917,53.535467,16.016903
321001,Barlinek,19244,258.724,52.994379,15.210654
321002,Boleszkowice,2849,130.49,52.722243,14.574661
321003,Dębno,20486,318.4,52.737971,14.702117
321004,Myślibórz,19702,328.842,52.925288,14.867409
321005,Nowogródek Pomorski,3357,145.887,52.912091,15.088108
321201,Bielice,3122,84.197,53.200387,14.739888
321202,Kozielice,2477,94.529,53.090346,14.79622
321203,Lipiany,5832,94.858,53.008056,14.971331
321204,Przelewice,5129,161.984,53.116465,15.097515
321205,Pyrzyce,19313,204.322,53.145728,14.893064
321206,Warnice,3463,86.15,53.234087,14.991369
321501,Szczecinek,40043,48.477,53.710011,16.690028
321502,Barwice,8478,258.556,53.747,16.352541
321503,Biały Bór,5294,270.017,53.892769,16.83589
321504,Borne Sulinowo,9935,484.503,53.585913,16.532723
321505,Grzmiąca,4665,205.1,53.838119,16.422736
321506,Szczecinek,9215,498.879,53.717918,16.730302
321601,Świdwin,15468,22.372,53.773923,15.777767
321602,Brzeżno,2766,110.808,53.700227,15.780486
321603,Połczyn-Zdrój,15118,344.34,53.766646,16.092984
321604,Rąbino,3560,179.689,53.855966,15.943909
321605,Sławoborze,3994,188.652,53.893225,15.707405
321606,Świdwin,5818,247.276,53.781305,15.760147
321701,Wałcz,25179,38.191,53.27524,16.473157
321702,Człopa,4891,349.15,53.090058,16.133427
321703,Mirosławiec,5402,203.304,53.346885,16.089221
321704,Tuczno,4890,249.519,53.211845,16.169072
321705,Wałcz,12677,574.93,53.256334,16.480472
321801,Dobra,4363,115.897,53.5809,15.297796
321802,Łobez,13863,227.351,53.637261,15.621792
321803,Radowo Małe,3592,180.449,53.658301,15.440383
321804,Resko,7988,285.227,53.770942,15.405879
321805,Węgorzyno,6890,256.184,53.543606,15.547513
326201,Szczecin,401907,300.582,53.429777,14.55274
320402,Goleniów,36088,442.831,53.560496,14.826267
320403,Maszewo,8777,210.345,53.500073,15.062392
320404,Nowogard,24634,338.67,53.670978,15.120212
320405,Osina,3034,101.646,53.614366,15.014343
320406,Przybiernów,5005,228.867,53.755639,14.824777
320407,Stepnica,4883,197.934,53.661967,14.626468
320501,Brojce,3743,117.948,53.961611,15.360549
320502,Gryfice,23757,261.29,53.915856,15.203309
320503,Karnice,3977,133.115,54.016885,15.090772
320504,Płoty,8801,239.21,53.812104,15.265704
320507,Rewal,3862,40.637,54.076965,15.012552
320508,Trzebiatów,16137,225.137,54.064644,15.268287
320601,Banie,6308,206.326,53.101906,14.648483
320602,Cedynia,4221,180.646,52.88805,14.208968
320603,Chojna,13706,332.258,52.964444,14.427917
320604,Gryfino,31827,253.855,53.25252,14.501598
320605,Mieszkowice,7047,238.667,52.783055,14.500627
320606,Moryń,4267,124.591,52.856331,14.40965
320607,Stare Czarnowo,3828,152.887,53.347767,14.683563
320608,Trzcińsko-Zdrój,5271,170.444,52.960032,14.613542
320609,Widuchowa,5407,209.427,53.116625,14.444465
320701,Dziwnów,3957,27.764,54.019834,14.748325
320702,Golczewo,5871,175.294,53.826662,14.96386
320703,Kamień Pomorski,14377,186.158,53.965904,14.781084
320704,Międzyzdroje,6452,61.57,53.927315,14.454524
320705,Świerzno,4227,140.13,53.96591,14.981493
320706,Wolin,12115,272.175,53.845497,14.616025
321101,Dobra (Szczecińska),24292,110.216,53.44961,14.446613
321102,Kołbaskowo,13436,105.467,53.379796,14.472664
321103,Nowe Warpno,1636,100.071,53.695609,14.357279
321104,Police,41288,231.702,53.540717,14.550429
321401,Stargard,67837,48.074,53.338849,15.023143
321402,Chociwel,5804,160.823,53.46533,15.333201
321403,Dobrzany,4800,134.72,53.358532,15.431575
321404,Dolice,7802,237.187,53.20086,15.179849
321405,Ińsko,3346,151.023,53.436412,15.545493
321406,Kobylanka,5714,121.689,53.354099,14.860904
321408,Marianowo,3113,101.941,53.375829,15.259689
321409,Stara Dąbrowa,3720,112.595,53.4369,15.130293
321410,Stargard,13752,318.871,53.340458,15.096514
321411,Suchań,4298,133.049,53.28116,15.337147
326301,Świnoujście,40888,101.225,53.908014,14.241987
020101,Bolesławiec,38872,22.839,51.260119,15.570442
020102,Bolesławiec,14699,289.058,51.279299,15.554485
020103,Gromadka,5337,267.772,51.357791,15.757042
020104,Nowogrodziec,15214,176.4,51.203927,15.388093
020105,Osiecznica,7349,437.011,51.430259,15.392002
020106,Warta Bolesławiecka,8632,110.485,51.247413,15.697928
020501,Jawor,22758,18.8,51.053513,16.189178
020502,Bolków,10388,152.552,50.922175,16.099128
020503,Męcinka,5007,147.754,51.067953,16.137703
020504,Mściwojów,4054,71.798,51.056855,16.26979
020505,Paszowice,3997,101.128,51.038568,16.195008
020506,Wądroże Wielkie,3912,89.048,51.096805,16.362846
020601,Karpacz,4570,37.988,50.777562,15.754792
020602,Kowary,10813,37.38,50.79346,15.833026
020603,Piechowice,6156,43.169,50.85247,15.596279
020604,Szklarska Poręba,6633,75.436,50.827155,15.524428
020605,Janowice Wielkie,4302,57.872,50.879565,15.906546
020606,Jeżów Sudecki,7456,94.274,50.933008,15.74285
020607,Mysłakowice,10160,87.984,50.839963,15.793782
020608,Podgórzyn,8249,82.493,50.816929,15.725616
020609,Stara Kamienica,5252,110.545,50.906618,15.591906
020701,Kamienna Góra,18840,18.043,50.780765,16.033868
020702,Kamienna Góra,9035,158.062,50.759709,16.022036
020703,Lubawka,10851,138.02,50.699704,16.011755
020704,Marciszów,4513,81.561,50.849458,16.010184
021001,Lubań,20965,16.128,51.119741,15.283597
021002,Świeradów-Zdrój,4100,20.717,50.911365,15.337759
021003,Leśna,9952,104.565,51.020292,15.262575
021004,Lubań,6597,142.407,51.130717,15.304059
021005,Olszyna,6508,47.123,51.066329,15.376687
021006,Platerówka,1630,47.901,51.065485,15.164509
021007,Siekierczyn,4502,49.503,51.110427,15.209399
021201,Gryfów Śląski,9667,66.653,51.031694,15.416469
021202,Lubomierz,6218,130.323,51.008154,15.518729
021203,Lwówek Śląski,17268,240.171,51.113507,15.583085
021204,Mirsk,8525,186.546,50.970261,15.379949
021205,Wleń,4247,86.008,51.014293,15.669445
022501,Zawidów,4180,6.071,51.026783,15.057289
022502,Zgorzelec,30231,15.876,51.151483,15.009037
022503,Bogatynia,22940,136.127,50.90199,14.960732
022504,Pieńsk,9022,109.682,51.247128,15.047214
022505,Sulików,6012,94.518,51.066116,15.07006
022506,Węgliniec,8287,339.148,51.300323,15.211413
022507,Zgorzelec,8516,137.125,51.139423,15.047281
022601,Wojcieszów,3650,32.184,50.950159,15.923414
022602,Złotoryja,15496,11.509,51.12122,15.912498
022603,Pielgrzymka,4551,104.856,51.110424,15.78757
022604,Świerzawa,7503,159.906,51.016814,15.888374
022605,Zagrodno,5269,122.349,51.195179,15.849279
022606,Złotoryja,7021,145.097,51.117846,15.952541
026101,Jelenia Góra,79061,109.286,50.902645,15.738592
020301,Głogów,66980,35.121,51.65498,16.085487
020302,Głogów,6791,84.79,51.647001,16.06375
020303,Jerzmanowa,5156,63.333,51.607076,16.057892
020304,Kotla,4455,127.53,51.740431,16.035156
020305,Pęcław,2259,64.272,51.647755,16.243407
020306,Żukowice,3461,68.232,51.677222,15.932165
020401,Góra,19878,265.995,51.670271,16.536405
020402,Jemielno,2997,124.029,51.557831,16.522816
020403,Niechlów,4840,151.106,51.689159,16.39592
020404,Wąsosz,7155,197.114,51.564252,16.695816
020901,Chojnów,13266,5.331,51.270194,15.938636
020902,Chojnów,9597,230.927,51.27842,15.913548
020903,Krotoszyce,3319,67.519,51.145302,16.099105
020904,Kunice,7025,92.642,51.215387,16.256963
020905,Legnickie Pole,5196,85.379,51.161375,16.213831
020906,Miłkowice,6762,86.407,51.2501,16.082829
020907,Prochowice,7406,102.54,51.270341,16.365302
020908,Ruja,2595,73.27,51.175938,16.402637
021101,Lubin,72300,40.75,51.395429,16.198906
021102,Lubin,16178,289.829,51.387301,16.171561
021103,Rudna,7806,216.618,51.519106,16.317962
021104,Ścinawa,9866,164.431,51.413767,16.424525
021601,Chocianów,12796,221.688,51.418512,15.906224
021602,Gaworzyce,3991,76.746,51.626212,15.893329
021603,Grębocice,5402,121.692,51.593748,16.178612
021604,Polkowice,27727,167.655,51.505583,16.072792
021605,Przemków,8341,107.734,51.533779,15.775223
021606,Radwanice,4808,84.164,51.572449,15.944134
026201,Legnica,99350,56.279,51.205568,16.173416
020201,Bielawa,29872,36.205,50.683324,16.620068
020202,Dzierżoniów,33137,20.083,50.734414,16.64635
020203,Pieszyce,9410,63.603,50.709579,16.577306
020204,Piława Górna,6394,20.936,50.68334,16.750562
020205,Dzierżoniów,9092,141.05,50.720118,16.679005
020206,Łagiewniki,7438,124.727,50.796014,16.817832
020207,Niemcza,5470,71.87,50.715575,16.828143
020801,Duszniki-Zdrój,4545,22.258,50.405041,16.388001
020802,Kłodzko,26742,24.846,50.437189,16.649684
020803,Kudowa-Zdrój,9886,33.912,50.439009,16.238885
020804,Nowa Ruda,21908,37.044,50.569774,16.515702
020805,Polanica-Zdrój,6307,17.221,50.401449,16.51363
020806,Bystrzyca Kłodzka,18825,338.525,50.300601,16.646836
020807,Kłodzko,17112,253.23,50.409475,16.653888
020808,Lądek-Zdrój,8210,117.279,50.342122,16.872564
020809,Lewin Kłodzki,1923,52.136,50.411093,16.274498
020810,Międzylesie,7168,188.723,50.155622,16.664372
020811,Nowa Ruda,11546,139.642,50.596803,16.53121
020812,Radków,9052,139.947,50.507441,16.435833
020813,Stronie Śląskie,7493,146.087,50.29096,16.879931
020814,Szczytna,7279,132.354,50.416938,16.446205
021901,Świdnica,56803,21.757,50.844135,16.483721
021902,Świebodzice,22744,30.432,50.861386,16.320657
021903,Dobromierz,5206,86.199,50.949687,16.234926
021904,Jaworzyna Śląska,10239,67.51,50.914459,16.430811
021905,Marcinowice,6519,95.254,50.880203,16.620871
021906,Strzegom,25708,144.651,50.962515,16.349774
021907,Świdnica,17311,207.808,50.820846,16.480872
021908,Żarów,12391,87.842,50.941124,16.494524
022101,Boguszów-Gorce,15310,27.021,50.754918,16.203774
022102,Jedlina-Zdrój,4820,17.454,50.720957,16.344886
022103,Szczawno-Zdrój,5569,14.79,50.809078,16.262619
022104,Czarny Bór,4840,66.417,50.775949,16.129524
022105,Głuszyca,8605,62.194,50.686857,16.370066
022106,Mieroszów,6760,75.975,50.67055,16.190854
022107,Stare Bogaczowice,4304,87.214,50.827788,16.190615
022108,Walim,5403,79.141,50.722054,16.410227
022401,Bardo,5286,73.239,50.507051,16.738561
022402,Ciepłowody,2989,77.071,50.672774,16.917631
022403,Kamieniec Ząbkowicki,8086,96.378,50.524321,16.884222
022404,Stoszowice,5381,110.592,50.597121,16.694758
022405,Ząbkowice Śląskie,21664,146.413,50.591087,16.814354
022406,Ziębice,16949,222.689,50.603248,17.03893
022407,Złoty Stok,4447,75.26,50.443797,16.871756
026501,Wałbrzych,111356,84.688,50.795061,16.280893
021301,Cieszków,4663,100.838,51.623591,17.352481
021302,Krośnice,8139,178.529,51.451913,17.35862
021303,Milicz,24197,435.498,51.526992,17.271064
021401,Oleśnica,37142,20.957,51.208415,17.3869
021402,Bierutów,9960,146.978,51.129943,17.538042
021403,Dobroszyce,6801,131.971,51.264298,17.333869
021404,Dziadowa Kłoda,4598,105.356,51.215168,17.688849
021405,Międzybórz,5092,87.74,51.395211,17.663651
021406,Oleśnica,13854,242.879,51.214656,17.409616
021407,Syców,16874,145.588,51.308858,17.715646
021408,Twardogóra,12948,167.857,51.368028,17.466308
021501,Oława,33108,27.361,50.94451,17.291089
021502,Domaniów,5162,94.447,50.912499,17.154672
021503,Jelcz-Laskowice,23292,167.636,51.034805,17.343137
021504,Oława,15190,234.58,50.92718,17.267932
021701,Borów,5272,98.592,50.866744,17.027379
021702,Kondratowice,4276,98.275,50.764009,16.933064
021703,Przeworno,4754,111.888,50.693676,17.165401
021704,Strzelin,22167,171.289,50.782129,17.067771
021705,Wiązów,7101,141.875,50.80736,17.206616
021801,Kostomłoty,7119,146.014,51.048597,16.63061
021802,Malczyce,5952,52.723,51.217009,16.489359
021803,Miękinia,17006,179.51,51.17882,16.789498
021804,Środa Śląska,19914,215.079,51.161361,16.594342
021805,Udanin,5088,110.881,51.04923,16.454616
022001,Oborniki Śląskie,20317,154.258,51.296671,16.915485
022002,Prusice,9377,157.993,51.378506,16.930387
022003,Trzebnica,24436,199.953,51.307725,17.062825
022004,Wisznia Mała,10559,103.34,51.223565,17.028282
022005,Zawonia,5904,117.457,51.336546,17.212589
022006,Żmigród,14660,291.793,51.473843,16.907158
022201,Brzeg Dolny,16134,94.412,51.272641,16.707675
022202,Wińsko,8274,249.449,51.456755,16.590691
022203,Wołów,22410,331.078,51.333936,16.629872
022301,Czernica,16619,83.607,51.074574,17.228202
022302,Długołęka,33838,212.974,51.165032,17.184537
022303,Jordanów Śląski,3179,56.741,50.863166,16.861994
022304,Kąty Wrocławskie,25282,176.724,51.043888,16.817603
022305,Kobierzyce,21760,149.188,51.019576,16.951489
022306,Mietków,3759,83.38,50.9679,16.647872
022307,Sobótka,12914,136.27,50.900807,16.740678
022308,Siechnice,22878,98.823,51.034039,17.13533
022309,Żórawina,11156,120.207,50.979952,17.036575
026401,Wrocław,642869,292.798,51.109727,17.024683
160101,Brzeg,35709,14.6,50.856402,17.467751
160102,Skarbimierz,8217,110.318,50.850047,17.426125
160103,Grodków,19087,286.02,50.694559,17.380784
160104,Lewin Brzeski,12940,159.638,50.75261,17.617946
160105,Lubsza,8984,212.73,50.907133,17.534773
160106,Olszanka,4867,92.782,50.782547,17.46043
160201,Baborów,5976,117.07,50.153896,17.986448
160202,Branice,6474,121.598,50.05595,17.808005
160203,Głubczyce,22280,294.322,50.200364,17.823944
160204,Kietrz,10822,139.617,50.077531,17.9957
160601,Domaszowice,3569,114.041,51.053708,17.881585
160602,Namysłów,26172,290.053,51.073961,17.716998
160603,Pokój,5178,132.85,50.921243,17.854297
160604,Świerczów,3330,110.337,50.965092,17.761875
160605,Wilków,4385,100.666,51.131071,17.661897
160701,Głuchołazy,23643,168.069,50.31877,17.379258
160702,Kamiennik,3444,89.41,50.56002,17.161061
160703,Korfantów,8734,179.655,50.475967,17.592688
160704,Łambinowice,7441,123.939,50.538015,17.540425
160705,Nysa,56951,217.573,50.469395,17.336528
160706,Otmuchów,13501,187.395,50.46527,17.175812
160707,Paczków,12535,79.968,50.460263,17.007543
160708,Pakosławice,3500,74.058,50.54266,17.333289
160709,Skoroszyce,6199,103.783,50.605767,17.388063
161001,Biała,10565,196.094,50.400739,17.676489
161002,Głogówek,13221,169.854,50.348789,17.863623
161003,Lubrza,4342,83.11,50.32018,17.61881
161004,Prudnik,27109,122.312,50.321413,17.578252
160301,Kędzierzyn-Koźle,60641,123.705,50.342832,18.206082
160302,Bierawa,7912,118.532,50.272126,18.286838
160303,Cisek,5593,71.084,50.256471,18.196273
160304,Pawłowiczki,7426,153.572,50.254554,18.02249
160305,Polska Cerekiew,4013,60.156,50.227001,18.132792
160306,Reńska Wieś,8295,98.084,50.318313,18.111269
160401,Byczyna,9221,182.91,51.110702,18.210162
160402,Kluczbork,35938,216.953,50.976975,18.211013
160403,Lasowice Wielkie,6827,210.952,50.889811,18.236874
160404,Wołczyn,13484,241.008,51.017303,18.04755
160501,Gogolin,12662,100.504,50.50155,18.015429
160502,Krapkowice,22568,97.358,50.481828,17.966825
160503,Strzeleczki,7398,117.345,50.454748,17.838195
160504,Walce,5397,69.238,50.38859,18.003461
160505,Zdzieszowice,15722,57.416,50.42645,18.120747
160801,Dobrodzień,9838,162.719,50.717035,18.441315
160802,Gorzów Śląski,7131,153.668,51.029718,18.414222
160803,Olesno,17763,240.853,50.878253,18.421741
160804,Praszka,13472,103.074,51.051985,18.455564
160805,Radłów,4299,116.873,50.952609,18.536019
160806,Rudniki,8159,100.439,51.033104,18.606689
160807,Zębowice,3631,95.759,50.767275,18.332948
160901,Chrząstowice,7013,82.352,50.649803,18.086115
160902,Dąbrowa,8269,114.072,50.700058,17.793475
160903,Dobrzeń Wielki,9478,63.38,50.770885,17.845098
160904,Komprachcice,9120,50.59,50.635853,17.810286
160905,Łubniany,9872,126.065,50.757688,17.986339
160906,Murów,5298,160.04,50.86522,17.997784
160907,Niemodlin,13162,183.14,50.642458,17.615909
160908,Ozimek,19543,125.662,50.67949,18.216749
160909,Popielów,8029,175.475,50.838717,17.740866
160910,Prószków,9091,118.243,50.583022,17.886258
160911,Tarnów Opolski,9628,81.792,50.579253,18.069606
160912,Tułowice,5205,81.26,50.598153,17.650584
160913,Turawa,10018,172.08,50.751031,18.063521
161101,Izbicko,5412,84.52,50.571173,18.162636
161102,Jemielnica,7236,113.461,50.546175,18.380562
161103,Kolonowskie,5874,83.573,50.653685,18.366124
161104,Leśnica,7550,94.741,50.427395,18.193878
161105,Strzelce Opolskie,30515,202.484,50.512195,18.293226
161106,Ujazd,6409,83.3,50.406997,18.344745
161107,Zawadzkie,11304,82.15,50.602345,18.490751
166101,Opole,128035,149.026,50.670947,17.935308
040301,Białe Błota,22450,122.254,53.10368,17.897083
040302,Dąbrowa Chełmińska,8369,124.973,53.172513,18.27586
040303,Dobrcz,11802,130.095,53.266798,18.134296
040304,Koronowo,24056,411.662,53.307969,17.940476
040305,Nowa Wieś Wielka,10195,148.294,52.999565,18.054912
040306,Osielsko,14771,101.696,53.191177,18.061825
040307,Sicienko,10241,179.814,53.167271,17.89192
040308,Solec Kujawski,16799,175.083,53.078977,18.228498
041501,Chełmża,14449,7.838,53.185777,18.605885
041502,Chełmża,9826,178.898,53.19304,18.625026
041503,Czernikowo,9064,170.138,52.940234,18.945247
041504,Lubicz,20181,105.736,53.029719,18.75592
041505,Łubianka,7293,84.527,53.13631,18.499204
041506,Łysomice,10155,126.938,53.096925,18.634134
041507,Obrowo,17753,162.303,52.991973,18.820521
